Client ID,Name,Age,Location ID,Joined Bank,Banking Contact,Nationality,Occupation,Fee Structure,Loyalty Classification,Estimated Income,Superannuation Savings,Amount of Credit Cards,Credit Card Balance,Bank Loans,Bank Deposits,Checking Accounts,Saving Accounts,Foreign Currency Account,Business Lending,Properties Owned,Risk Weighting,BRId,GenderId,IAId
IND74286,Pamela Nichols,80,2474,8/7/2010 0:00,Bruce Butler,Asian,Project Manager,Low,Platinum,315625.9011,7689.95,1,3854.9184,173071.8656,290695.7578,349743.3336,107602.8516,21933.248,413073.8688,0,3,Institutional,Male,Joe Carroll
IND96410,Debra Montgomery,51,14593,8/25/2001 0:00,Patrick Graham,Asian,Technical Writer,Mid,Silver,68785.3125,6001.5,1,1473.2375,452592.9675,67101.73345,40379.8042,23182.75818,5537.8475,716674.815,0,1,Private Bank,Female,Steve Sanchez
IND19975,Judy Myers,47,28644,3/31/2010 0:00,Joshua Bennett,American,Software Engineer II,Low,Silver,44664.006,22347.05,1,155.9025,861778.1718,856487.3015,417263.0443,176275.3352,36125.7273,1149200.021,1,1,Private Bank,Female,Lawrence Sanchez
IND33502,Brandon Harris,68,16878,1/3/2017 0:00,Paul Holmes,European,VP Sales,Mid,Jade,102662.3125,29101.05,2,6378.372,890491.3875,147432.6518,36543.13592,60838.02076,31572.0405,432845.7705,0,2,Private Bank,Female,Peter Castillo
IND66341,Bobby Watkins,75,23361,1/10/2019 0:00,Paul Holmes,European,Web Designer IV,High,Gold,336627.375,34353,1,740.0925,257342.64,1769697.67,1059031.677,321053.8136,30243.78,1803174.893,2,3,Private Bank,Female,Victor Gutierrez
IND70050,Ralph Sullivan,33,33429,11/3/2012 0:00,Roy Rice,Asian,Statistician II,Mid,Jade,388550.5169,72210.32,1,8095.6512,2381138.323,1246002.331,276889.407,582506.0899,74882.808,2238560.251,3,4,Private Bank,Female,Daniel Carroll
IND96601,Heather Patterson,78,42072,10/1/2020 0:00,Stephen Payne,European,Recruiter,High,Silver,335346.96,11722.05,1,3055.77,543866.64,311496.336,269963.4912,306512.3946,31149.36,701015.64,1,5,Private Bank,Female,Carl Anderson
IND95215,Irene Willis,62,37847,6/2/2019 0:00,Bobby Burton,European,Administrative Assistant III,Mid,Platinum,424394.3301,42781.52,1,2730.9822,1200805.463,805006.7215,276991.5601,712214.5489,37754.4009,1717982.323,2,3,Private Bank,Male,Nicholas Ward
IND77741,Gerald Richards,57,4384,11/13/2006 0:00,Paul Larson,European,Database Administrator II,High,Silver,256234.92,61022.76,1,6906.18,1677991.213,1635153.76,649422.77,540876.3927,58327.1457,1427372.624,0,3,Commercial,Female,Fred Bryant
IND80280,Tammy Brooks,68,12779,12/13/1996 0:00,Gregory Simmons,European,Assistant Media Planner,High,Jade,36030.2976,31578.36,1,1219.3808,530279.442,166642.0644,160313.8847,54675.47226,18631.0124,599993.7504,1,2,Commercial,Female,Ryan Taylor
IND41934,Dennis Baker,45,649,9/12/2003 0:00,Donald Reynolds,Asian,Statistician IV,High,Jade,199546.5303,12853.32,1,4383.225,975487.5,781992.0938,243981.5333,286209.1063,7917.75,2038248.788,2,2,Retail,Male,Sean Vasquez
IND90650,Irene Reynolds,32,6011,12/4/2002 0:00,Joshua Ryan,Asian,Engineer III,Mid,Jade,79425.624,9808.56,1,614.916,487050.579,580085.1434,199599.1891,496253.4839,32646.3852,510896.5974,2,1,Institutional,Male,Nicholas Morrison
IND94273,Eric Castillo,74,15239,6/17/2013 0:00,Donald Reynolds,European,Media Manager III,High,Silver,37600.4169,12698.52,3,821.541,250595.9484,519934.0431,234336.4701,159495.26,14215.336,389519.561,0,1,Private Bank,Male,Jack Phillips
IND44029,Matthew Rodriguez,52,28171,5/3/2003 0:00,Todd Roberts,Asian,Structural Analysis Engineer,Mid,Jade,222815.1744,40789.28,1,4068.8032,961006.424,88271.97747,29724.23731,46468.891,42918.904,912686.2304,0,2,Commercial,Male,Juan Ramirez
IND45063,Eric Reynolds,75,38300,11/16/2020 0:00,Gregory Simmons,European,Executive Secretary,High,Gold,141963.4704,12185.08,1,1073.2644,599113.5632,1209702.562,425951.6064,332242.253,24756.848,413357.882,1,1,Retail,Female,Gregory Boyd
IND70183,Jesse Lane,82,42747,3/18/2005 0:00,Stephen Payne,European,Operator,Mid,Jade,75807.3572,17002.7,2,3280.3756,647520.7348,26021.94105,20395.57542,14769.20978,23382.816,414144.9516,0,2,Retail,Male,Victor Dean
IND35875,Joe Freeman,72,30620,12/16/2003 0:00,Samuel Fowler,American,Media Manager III,High,Silver,196216.482,46580.16,1,5982.1674,1520782.982,570748.3634,300623.1838,94543.81287,43542.9852,1208409.055,0,2,Retail,Female,Jeremy Porter
IND75766,Willie Wagner,47,6433,4/1/2019 0:00,Jason Duncan,European,Nurse Practicioner,Mid,Jade,397676.175,46862.55,2,10269.4525,772691.7245,1282034.487,309753.2988,572699.4324,89158.0985,1114325.481,1,5,Institutional,Male,Ernest Knight
IND52274,Jesse Peterson,72,41138,1/29/2019 0:00,Joe Price,European,Account Representative I,Mid,Silver,95884.8705,13662.34,1,443.5782,49153.6416,529249.0424,543553.0705,144184.604,7199.2232,998314.1162,0,2,Institutional,Female,Eric Shaw
IND25512,Arthur Snyder,23,15353,12/10/1996 0:00,Frank Brown,African,VP Quality Control,Mid,Silver,170389.4395,44144.48,2,6518.6979,566788.2222,2195313.278,1118367.142,160023.1503,316.1874,1866373.721,0,2,Private Bank,Male,Joe Carroll
IND85958,Gary Hunt,52,6801,8/4/2006 0:00,Shawn Long,Australian,Research Associate,High,Jade,77420.0477,25194.68,1,2804.3654,1802064.589,3047678.106,1552956.997,438710.3516,80730.1693,1959127.985,3,2,Private Bank,Female,Steve Sanchez
IND24266,Jack Spencer,20,16402,9/17/2002 0:00,Joe Hanson,Asian,Payment Adjustment Coordinator,High,Jade,163043.727,21898.8,1,4012.2698,1072353.02,0,0,0,40255.3536,1302218.194,1,3,Private Bank,Male,Lawrence Sanchez
IND19846,Lois Griffin,18,33054,6/13/2019 0:00,Anthony Berry,European,Recruiting Manager,Mid,Platinum,97502.5795,5150.34,2,1344.222,157753.4076,150704.2338,101864.8988,21098.59273,20996.6472,385928.6472,2,1,Private Bank,Female,Peter Castillo
IND93267,Clarence Chavez,52,28350,9/20/2013 0:00,Shawn Long,American,Engineer III,Low,Jade,191630.7393,31036.46,2,5646.4772,1397029.052,1049952.799,464733.206,475060.6106,2821.0182,703070.7866,0,4,Private Bank,Male,Victor Gutierrez
IND80594,Ann Hernandez,36,12419,10/3/2018 0:00,Bruce Porter,Australian,Developer IV,High,Platinum,66802.2317,21204,2,2798.68,386423.99,531230.57,249678.3679,306891.9003,21076.9,649812.08,3,1,Private Bank,Female,Daniel Carroll
IND80690,Joe Mason,82,6674,3/26/2004 0:00,Chris Armstrong,European,Software Test Engineer III,High,Jade,110364.7116,24412.82,1,752.5172,94224.5455,350433.9556,303360.7377,239445.7685,26551.5841,479127.0098,2,2,Private Bank,Female,Carl Anderson
IND13801,Ashley Coleman,19,8332,12/31/2016 0:00,Jesse Evans,European,Product Engineer,High,Jade,125706.3462,30939.57,1,4904.4204,1617744.239,243600.0326,94621.50027,54417.42877,16818.516,526397.0085,2,3,Commercial,Male,Nicholas Ward
IND80847,Brandon Tucker,63,14854,3/23/2020 0:00,Joshua Bennett,European,Geologist IV,High,Silver,30509.2972,16039.13,2,116.1356,447251.7302,127045.876,86132.79728,23471.18726,33808.9942,708654.192,1,1,Commercial,Female,Victor Dean
IND56469,Peter Sanchez,51,23145,8/13/2000 0:00,James Castillo,European,Executive Secretary,High,Jade,174820.3264,39963.52,1,1423.872,376822.8864,933331.0095,460184.0394,165406.9956,48242.9952,1101798.605,1,2,Retail,Female,Jeremy Porter
IND96719,Robin Woods,50,31263,9/14/2020 0:00,Jason Duncan,Australian,Database Administrator I,High,Jade,214432.05,19656,1,2129.4,601115.76,506969.442,321080.6466,297929.0421,6751.08,1457392.86,3,2,Institutional,Female,Ernest Knight
IND69161,Ronald Turner,20,35334,4/11/2020 0:00,Shawn Cook,European,Biostatistician II,Mid,Gold,158390.3922,42135.6,1,92.7465,424424.847,348631.4436,228195.1267,401623.423,2156.055,787650.2535,0,3,Private Bank,Female,Eric Shaw
IND63563,Jacqueline Jacobs,85,32711,11/7/2007 0:00,Jason Duncan,European,Product Engineer,Mid,Gold,191377.914,43629.74,1,3899.2312,1444418.307,1425990.311,753353.3717,556405.2759,43399.156,1256997.057,2,3,Commercial,Female,Kevin Kim
IND33616,Aaron Vasquez,63,30784,3/11/2012 0:00,Samuel Fowler,European,Senior Cost Accountant,Mid,Silver,70008.4476,18547.88,3,243.2976,139171.9056,45857.72173,21291.08509,41206.43852,9063.1632,34164.7488,3,1,Retail,Female,Victor Rogers
IND61446,Lisa Fernandez,69,9033,10/6/2000 0:00,Anthony Torres,European,Statistician II,Mid,Silver,65431.3016,25178.1,1,2991.3156,352619.0122,509618.0398,364012.8856,180326.3833,13655.5692,680989.7822,0,2,Retail,Female,Eugene Cunningham
IND71063,Jennifer Cox,22,24062,3/19/2001 0:00,Shawn Cook,African,Software Engineer I,High,Silver,315981.666,43658.61,1,6394.97,758590.98,1045776.75,366021.8625,679754.8875,66448.19,1445831.22,1,2,Retail,Female,Joe Carroll
IND41653,Christopher Reynolds,50,7669,3/7/2021 0:00,Joshua Bennett,European,Speech Pathologist,High,Jade,66391.1376,13088.72,1,141.2992,536031.4466,107038.7331,72218.90424,42557.56857,3854.8188,755302.8884,3,1,Institutional,Female,Steve Sanchez
IND82371,Terry Black,60,33117,12/16/2001 0:00,Keith Griffin,Australian,Research Assistant II,High,Jade,51443.616,8991.84,1,7099.6656,261255.7872,530295.8253,158750.9796,196918.7683,66527.808,1738470.797,0,2,Institutional,Female,Lawrence Sanchez
IND75420,Janice Gray,73,14413,1/17/2001 0:00,Anthony Torres,African,Legal Assistant,High,Jade,209712.8619,16818.27,1,2467.8288,226487.5371,39921.31845,64187.2179,14653.47218,12887.1747,96489.5571,1,2,Private Bank,Male,Peter Castillo
IND95008,Clarence Murray,43,25002,6/19/2016 0:00,Phillip Peters,American,Web Developer IV,High,Jade,417117.077,7290.91,1,7436.6808,981015.3956,2057795.309,1248170.925,530641.3148,64086.9172,1188000.12,1,3,Private Bank,Male,Victor Gutierrez
IND56438,Jane Reynolds,52,7822,4/10/2019 0:00,Keith Griffin,European,Product Engineer,Low,Gold,82231.6884,14281.92,1,4312.7112,36652.6644,743620.8833,378112.3135,221825.8906,20722.3576,479827.4592,1,1,Private Bank,Female,Daniel Carroll
IND62378,Christina Hunt,23,34571,4/5/2012 0:00,Frank Brown,American,Media Manager IV,High,Silver,158077.0731,26127.99,1,6227.9984,262656.0465,1211126.424,622230.0892,454672.4151,41574.5184,1004496.247,2,2,Private Bank,Male,Carl Anderson
IND84180,Nancy Mitchell,20,15142,3/17/2019 0:00,Donald Reynolds,Asian,VP Accounting,Mid,Gold,277452.63,49296.45,1,2428.3805,205873.5975,141935.638,171393.9779,107978.2061,25416.68,601229.8535,2,5,Private Bank,Female,Nicholas Ward
IND69349,Benjamin Garza,17,18379,12/8/2004 0:00,Mark Montgomery,Asian,Media Manager IV,Mid,Gold,350625.0425,27300.3,1,6833.388,867561.765,796059.4276,314721.1691,299355.3708,89702.472,963282.9255,0,4,Private Bank,Female,Fred Bryant
IND65968,Roy Hughes,77,8473,10/27/2001 0:00,Bobby Burton,American,Graphic Designer,High,Jade,185599.4511,23896.32,2,1233.1536,457126.6644,303143.8445,249011.0151,107399.5335,26623.1112,407741.25,1,2,Private Bank,Male,Ryan Taylor
IND83086,Arthur Duncan,46,14376,12/2/2008 0:00,Bobby Burton,American,Database Administrator III,Mid,Silver,95819.6736,2697.8,1,1816.9368,780831.576,253946.5896,67504.78963,103475.199,9755.8048,351955.744,0,1,Commercial,Male,Sean Vasquez
IND70927,Donald Hanson,83,11190,2/28/2013 0:00,Shawn Cook,European,Web Designer III,High,Jade,30898.92,21343.5,3,845.994,162813.132,150843.3919,149003.8384,34951.51764,5480.142,395819.658,1,1,Commercial,Male,Nicholas Morrison
IND71808,Mary Johnston,72,17834,2/7/2004 0:00,Jesse Evans,Asian,Programmer Analyst IV,Mid,Platinum,66283.4532,28269.72,2,3500.199,508481.496,363561.048,331244.5104,73439.3317,9567.963,319287.609,0,2,Retail,Male,Jack Phillips
IND17448,George Fowler,31,14779,2/3/2020 0:00,Bobby Burton,European,Recruiting Manager,Low,Jade,46525.2192,5173.56,1,1349.766,381700.422,116082.8901,61455.6477,40560.72748,17195.67,597224.79,1,1,Institutional,Female,Juan Ramirez
IND24125,Scott Mitchell,61,35662,4/30/2018 0:00,Anthony Torres,Asian,Staff Scientist,High,Jade,231731.0775,73595.55,1,2370.782,1198853.051,99957.67333,50540.39663,37062.95753,106.533,652778.421,2,5,Private Bank,Male,Gregory Boyd
IND96154,Joan Ortiz,22,11043,2/13/2021 0:00,Roger Alexander,European,Assistant Professor,High,Jade,122947.0368,31710.43,1,364.7012,34744.4868,214791.3611,149788.7124,162054.4296,22845.4404,177518.0412,2,2,Commercial,Male,Victor Dean
IND35689,Cheryl Garrett,48,11467,3/13/1995 0:00,Phillip Peters,Australian,Geologist I,High,Gold,123401.696,70315.52,1,5618.624,1033489.82,1572645.268,875211.2794,344614.4412,85673.896,1678416.168,2,4,Retail,Male,Jeremy Porter
IND28975,Nicholas Watkins,47,21777,6/2/2011 0:00,Dennis Morris,American,Accountant III,Mid,Jade,342354.8136,25422.7,2,5913.2216,1475135.455,1251739.722,561804.4423,271243.1272,64653.541,616714.6162,1,3,Retail,Female,Ernest Knight
IND39526,Tammy Kim,61,18447,1/11/2020 0:00,Jesse Evans,Asian,Registered Nurse,High,Jade,59012.4045,22778.92,2,1249.7405,65119.8422,66531.73739,25265.21673,43035.08583,4403.302,371481.5262,0,1,Retail,Male,Eric Shaw
IND96775,Larry Brooks,30,18822,10/24/2005 0:00,Shawn Long,European,Desktop Support Technician,High,Platinum,162714.816,21954.24,1,342.5708,342340.5964,81825.79504,35481.98192,45424.17808,24733.7112,873421.296,3,2,Institutional,Female,Joe Carroll
IND90131,Stephen Carr,81,467,11/22/1995 0:00,Shawn Cook,Asian,Systems Administrator IV,High,Jade,157581.375,33288,1,5292.45,785409.84,1042672.654,466458.8189,524354.5899,18663.795,1436150.34,1,3,Institutional,Male,Steve Sanchez
IND68422,Alan Taylor,67,28613,10/28/2017 0:00,Anthony Simpson,European,Systems Administrator II,High,Gold,75751.936,25677.08,1,6576.3672,467736.4692,434860.5035,185978.077,85768.71314,22662.588,1703957.081,1,2,Private Bank,Female,Lawrence Sanchez
IND34367,Johnny Richardson,72,533,10/28/2014 0:00,Steve Diaz,Australian,Human Resources Assistant IV,Mid,Jade,121290.3328,21999.78,1,2810.304,1354505.053,2640689.231,604079.2359,762865.7779,2175.4764,1101119.764,3,3,Private Bank,Female,Peter Castillo
IND56930,Arthur Sullivan,71,32252,3/21/2018 0:00,Joshua Little,European,Media Manager I,High,Jade,100123.92,16866.9,1,5213.439,1263579.471,300310.9055,226208.2145,144149.2346,52584.84,588852.495,1,4,Private Bank,Female,Victor Gutierrez
IND47675,Walter Arnold,25,5209,10/22/1995 0:00,Joe Hanson,European,Database Administrator IV,High,Gold,41697.1968,19048.16,3,4324.1927,135573.4693,1188019.347,282047.7587,458113.9353,30149.795,751123.1821,1,2,Private Bank,Male,Daniel Carroll
IND91448,Roger Hernandez,51,20243,7/2/1995 0:00,George Lewis,Asian,Software Engineer III,High,Jade,20674.1449,22214.91,3,2668.356,770743.917,665784.0542,246586.6868,290972.2904,20937.555,316932.9795,0,1,Private Bank,Female,Carl Anderson
IND37820,Harry Martin,65,18920,9/9/2019 0:00,Ernest Rivera,American,Help Desk Operator,High,Jade,158667.2672,11230.96,2,169.936,595889.476,108528.9101,81111.08018,23522.21325,25136.696,760343.558,1,2,Private Bank,Male,Nicholas Ward
IND25754,Ruth Bailey,67,8104,6/9/2005 0:00,Douglas Tucker,European,Automation Specialist III,Low,Gold,42783.86,8986.11,1,3264.1938,703366.7074,0,0,0,44402.4819,1159400.471,1,2,Private Bank,Female,Victor Dean
IND50610,Howard Stephens,65,38825,3/8/2008 0:00,Benjamin Kim,American,Occupational Therapist,High,Jade,73154.7936,28365.12,1,6759.9168,860465.424,1636294.104,597876.6918,809650.9094,5187.4368,730930.6368,1,3,Commercial,Male,Jeremy Porter
IND26467,Thomas Welch,70,3351,10/5/2015 0:00,Jesse Evans,Asian,Statistician IV,Mid,Jade,179278.4148,35155.74,1,5878.4355,271176.213,153422.3345,71597.08941,46202.04015,17116.1655,1525523.087,0,2,Commercial,Female,Ernest Knight
IND73333,Gary Ellis,23,2054,3/21/2012 0:00,Todd Roberts,Asian,Safety Technician II,Mid,Silver,337287.4284,16309.53,2,1813.6512,112600.9344,211212.8287,171610.4233,161577.8139,413.3376,1031824.454,0,2,Private Bank,Female,Eric Shaw
IND69547,Terry Ray,34,11955,6/1/2011 0:00,Shawn Long,American,Accountant IV,High,Gold,91325.4537,40384.32,2,8142.0828,1722890.07,247701.7448,52064.69796,104650.0429,33788.127,1256481.755,1,2,Retail,Male,Kevin Kim
IND14819,Mark Ward,38,4878,1/25/2019 0:00,Donald Reynolds,Asian,Automation Specialist IV,Mid,Jade,123570.3744,7933.2,1,1478.2284,464089.9428,19275.25129,16761.08808,5698.769947,25492.3812,534089.1732,1,2,Institutional,Male,Victor Rogers
IND43846,Carol Freeman,65,9736,11/9/2012 0:00,Chris Armstrong,European,GIS Technical Architect,High,Silver,208133.3232,23802.24,3,1476.255,707351.568,1525936.446,1074790.018,194125.6539,62873.283,721018.122,1,2,Private Bank,Male,Eugene Cunningham
IND50683,Gregory Mason,34,19885,3/14/2019 0:00,Jeremy Vasquez,European,Professor,Low,Jade,171731.7316,10815.36,1,4130.6875,378784.85,901622.6563,281306.2688,365193.2407,19452.6625,1341318.888,1,2,Commercial,Female,Joe Carroll
IND70906,Paul Armstrong,26,31831,6/28/2020 0:00,Paul Larson,European,Media Manager IV,Low,Silver,89041.0752,17562.24,1,1276.3072,207413.1136,65425.86406,87586.23738,17939.34982,2289.9328,460558.0224,3,1,Retail,Female,Steve Sanchez
IND57481,Clarence Sullivan,79,39581,12/21/2021 0:00,Shawn Long,European,Sales Associate,High,Jade,90878.2966,40976.39,2,1848.483,1479472.504,1142056.345,692722.7012,216616.2609,3673.6518,945657.258,3,4,Retail,Male,Lawrence Sanchez
IND59872,Keith Ray,52,23804,12/11/2021 0:00,Jeremy Vasquez,Asian,Web Designer III,High,Platinum,194269.9278,52194.36,1,3085.9146,1036239.095,1621386.244,594095.7231,585679.3671,6651.8001,848117.6193,0,2,Retail,Male,Peter Castillo
IND29699,Roy Lee,45,24321,1/18/2006 0:00,Chris Armstrong,European,Statistician III,Low,Jade,244407.5456,7794.62,1,160.9152,148105.8768,1349926.195,714666.8091,177872.628,2931.9696,1464641.474,2,2,Institutional,Female,Victor Gutierrez
IND74437,Matthew GoPKRalez,28,19548,10/13/2003 0:00,Jeremy Vasquez,European,Senior Developer,High,Jade,89835.3405,10536.85,3,478.2294,1170365.014,1045397.521,872960.8163,210911.6441,43825.6185,1325281.551,0,3,Institutional,Male,Daniel Carroll
IND72103,Norma Washington,44,40821,5/27/2021 0:00,Joshua Little,Asian,Dental Hygienist,Mid,Silver,251512.7356,44473.28,1,3613.7736,337250.5962,136148.51,122302.8988,109541.8605,34364.6798,251233.8,2,5,Private Bank,Female,Carl Anderson
IND49677,Thomas Peters,46,7641,7/18/2006 0:00,Raymond Alexander,American,Web Designer II,Mid,Gold,29990.4747,3006.14,3,2847.684,416331.5835,154325.5025,44093.0007,84364.60801,16184.4795,493787.553,1,1,Private Bank,Male,Nicholas Ward
IND68590,Larry Baker,60,34236,9/27/2019 0:00,Victor Ramos,Asian,Web Developer IV,Low,Jade,89882.988,19533.21,3,2666.574,857308.9989,222362.1752,157424.5488,38569.01446,62249.6886,1491923.982,2,2,Private Bank,Male,Fred Bryant
IND42163,Cynthia Wheeler,76,29628,2/1/2007 0:00,Nicholas Cunningham,American,Budget/Accounting Analyst III,Mid,Silver,166062.1155,32686.84,1,83.804,94568.796,136205.1855,63238.12186,134989.0678,14772.9232,336401.1952,0,1,Private Bank,Female,Ryan Taylor
IND25041,Lillian Jackson,59,32066,3/14/2013 0:00,Mark Montgomery,Australian,Media Manager IV,Mid,Jade,245836.2775,30283,1,759.1925,757839.225,97270.63775,74744.80585,16587.20349,3237.41,437606.29,3,2,Private Bank,Female,Sean Vasquez
IND32204,Lori Marshall,27,23669,3/8/2020 0:00,Jonathan Hawkins,Asian,Structural Engineer,High,Jade,340982.1988,51114.38,1,2538.7614,923578.5384,222884.5611,166278.9583,125629.0597,22111.5636,1006246.105,1,5,Private Bank,Female,Nicholas Morrison
IND94129,Jerry Rogers,62,27712,11/21/2017 0:00,Stephen Payne,European,Payment Adjustment Coordinator,Mid,Platinum,99927.6306,6232.67,1,579.1434,115782.4602,17503.9718,13791.00809,15276.19357,10968.3618,459031.7886,1,2,Private Bank,Female,Jack Phillips
IND68054,Roy Armstrong,44,22102,11/29/2020 0:00,Phillip Peters,European,Human Resources Manager,Mid,Jade,98458.0608,5650.56,3,2086.1568,470697.024,417648.8172,263516.5156,229010.7681,5986.9824,376548.7488,1,1,Commercial,Male,Juan Ramirez
IND98980,Alan Wheeler,39,16663,9/16/2015 0:00,Roger Alexander,European,Design Engineer,Mid,Jade,38002.72,22652.8,1,2262.888,282746.52,827644.3218,317523.9222,253758.8723,11236.212,254947.596,0,1,Commercial,Female,Gregory Boyd
IND77041,Teresa Kennedy,39,21182,11/13/2008 0:00,Jerry Green,Australian,Administrative Officer,High,Platinum,68540.5728,15155.84,3,6049.7424,208728.0468,1548129.748,1071782.134,266490.0268,68334.8796,1016647.913,2,2,Private Bank,Female,Victor Dean
IND56058,Charles Banks,43,18625,9/14/2021 0:00,Raymond Alexander,European,Automation Specialist I,High,Jade,232630.3392,41074.04,1,3004.512,256989.408,47812.3776,20320.26048,34317.33402,24242.816,606146.016,2,2,Retail,Female,Jeremy Porter
IND89708,David Howell,71,23116,1/15/2006 0:00,Jonathan Hawkins,European,Payment Adjustment Coordinator,High,Gold,123854.6619,34316.46,1,6590.9376,721781.5392,193381.2818,108776.971,108414.3811,22412.7648,734227.0272,1,3,Institutional,Female,Ernest Knight
IND71190,Wayne Baker,69,16470,2/16/2015 0:00,George Lewis,European,Research Assistant III,High,Gold,281097.7338,19224.09,1,6240.5946,612848.6298,893388.7854,402900.8248,472970.5334,10046.0412,925647.6132,0,2,Private Bank,Male,Eric Shaw
IND70757,Benjamin Wheeler,46,24059,9/16/2009 0:00,Keith Griffin,Asian,Systems Administrator I,Mid,Jade,98764.3383,27175.62,3,425.1003,117867.7635,29873.71676,24108.61352,28301.41588,16602.5154,45228.1947,2,1,Commercial,Male,Joe Carroll
IND15919,Ann Harper,28,13943,9/18/1999 0:00,Roy Rice,European,Human Resources Manager,Mid,Gold,327053.3511,49660.4,1,3322.53,198880.12,1120917.37,280229.3425,437157.7743,62268.46,1385622.98,3,2,Retail,Male,Steve Sanchez
IND59154,Susan Webb,45,36156,11/27/2017 0:00,Jesse Evans,European,Web Developer II,High,Jade,145351.008,23670,3,4530.6576,1266636.672,268319.4716,183442.9041,81317.22762,60661.1376,1603253.736,0,2,Retail,Male,Lawrence Sanchez
IND25459,Lawrence Powell,26,34581,1/6/2021 0:00,Joshua Bennett,Asian,VP Accounting,High,Platinum,94711.6104,47943.96,1,11756.745,426759.795,358461.909,146643.5082,52535.61875,26495.8848,1540519.457,0,4,Retail,Female,Peter Castillo
IND29817,Anna Holmes,72,25728,5/27/2018 0:00,Anthony Berry,European,Civil Engineer,Mid,Jade,129558.0608,2370.82,3,916.096,259774.416,162718.2336,52883.42592,97834.33795,6109.392,104134.928,1,1,Institutional,Male,Victor Gutierrez
IND82819,Sean Larson,69,25253,1/18/2008 0:00,Samuel Fowler,American,Research Assistant II,High,Jade,26994.24,16050.3,1,1862.793,299906.154,160834.7213,165496.5973,75032.8939,15247.413,167690.907,0,1,Institutional,Male,Daniel Carroll
IND48072,Jacqueline Thompson,62,7488,10/29/2005 0:00,Ernest Rivera,Asian,Media Manager II,High,Jade,355157.28,27284.8,1,634.304,590881.312,590910.2288,284305.8648,218525.2922,78541.76,915318.48,1,3,Private Bank,Male,Carl Anderson
IND36436,Laura Griffin,59,28899,4/24/2001 0:00,Jonathan Hawkins,European,Payment Adjustment Coordinator,High,Jade,41767.7911,8383.95,2,2441.0144,485044.1288,110338.4557,85261.53398,28086.15237,22408.0648,541229.4712,2,1,Private Bank,Male,Nicholas Ward
IND85558,William Hernandez,20,25079,11/8/2020 0:00,Steve Diaz,European,Junior Executive,High,Jade,67275.3382,10237.13,1,1931.8394,36150.6004,65074.83333,19645.2327,47173.11503,28646.6908,146020.6392,1,1,Private Bank,Male,Victor Dean
IND21262,Irene Wood,32,4381,7/14/2011 0:00,Anthony Berry,Asian,Senior Financial Analyst,High,Jade,242779.896,13511.57,1,3344.5388,610132.6714,972181.0414,672252.8478,206329.9125,1940.5736,361619.8518,0,2,Private Bank,Male,Jeremy Porter
IND25060,Kevin Cole,76,19292,9/16/2003 0:00,Paul Larson,American,Account Executive,Low,Jade,222899.4612,24385.3,1,3614.9412,1056210.152,533504.8284,376189.3021,184674.7483,36158.1324,692560.0812,2,4,Private Bank,Female,Ernest Knight
IND50748,Jeffrey Martin,45,26661,10/29/2016 0:00,Mark Montgomery,European,VP Quality Control,Mid,Silver,159565.952,10513.36,1,214.2972,30799.5168,153777.1454,153777.1454,96286.07577,7605.9204,150074.1372,1,2,Private Bank,Male,Eric Shaw
IND53747,Ashley Howell,55,29856,8/25/2013 0:00,Anthony Berry,European,Software Engineer II,High,Silver,146013.2973,56286.9,3,5845.3164,501918.0309,540423.0138,375169.6955,60741.76023,37488.825,1325879.28,3,3,Private Bank,Male,Kevin Kim
IND17734,Mary Peters,33,6705,8/9/2008 0:00,Anthony Simpson,European,Project Manager,High,Silver,97226.3454,8672.45,1,230.463,204220.494,167557.2237,100534.3342,46245.79374,17867.538,385574.517,1,1,Commercial,Male,Victor Rogers
IND92033,Phillip Collins,58,16563,4/9/2004 0:00,Victor Ramos,European,Statistician II,Mid,Gold,141166.4112,15831.7,2,733.15,463993.926,641428.502,174935.046,485736.3111,19931.45,579505.63,2,2,Commercial,Female,Eugene Cunningham
IND52344,Steven Greene,33,32951,4/12/2019 0:00,Chris Armstrong,Asian,Sales Associate,Mid,Jade,93955.2768,12466.08,1,3247.5828,210735.8484,1055041.273,495223.4549,186893.0256,52917.2952,886219.488,0,2,Retail,Female,Joe Carroll
IND75455,Juan Garcia,38,27514,9/12/2000 0:00,Jonathan Hawkins,Asian,Programmer Analyst II,Low,Silver,320879.52,51955.2,1,1144.32,970674.432,818115.3792,553932.288,310202.0813,32401.152,146340.096,3,3,Institutional,Female,Steve Sanchez
IND69891,Michael Murphy,56,18359,6/2/2016 0:00,Joshua Ryan,European,Senior Financial Analyst,High,Silver,54290.1744,42073.56,1,956.961,643495.104,784410.9336,511572.348,168818.8748,23723.442,177830.802,1,2,Private Bank,Female,Lawrence Sanchez
IND42851,Nicholas Turner,18,21932,10/10/2020 0:00,Shawn Long,European,Research Nurse,Mid,Silver,330308.9692,16170.23,1,6638.0944,402515.4008,761183.7032,239938.3412,446450.7894,6083.3528,1653819.701,1,3,Commercial,Female,Peter Castillo
IND74794,Cynthia Hudson,76,36803,2/10/2016 0:00,Ernest Rivera,American,Geologist I,Mid,Gold,154172.7,4635.45,1,2203.992,59079.384,96969.33792,53679.45492,124259.2802,6013.98,157943.52,0,2,Retail,Female,Victor Gutierrez
